sentiment,long_comment
1,"everything above was very easy & smooth. except, i don't understand why he left my pkg at my alternate dlvry site. it's street level to my bldg but it is an alternate address in case i am not house @ time of dlvry. i was most certainly house @ the time of dlvry. the only explanation i can come up with is that the driver was just plain lazy & didn't want to climb 4 steps to the courtyard, ring my buzzer & wait for me to reply, take the elevator to the 6th floor, knock on my door & hand me my pkg."
1,package was damaged; lamp was broken.  i am returning to local store.
1,my order was received on the date that they said i would. it was received in a timely manner
1,"tracking email received day after package was shipped, almost before pavkage arrived. "
1,package delivered on march 5. store can not locate it and i was never notified. today is march 13 so i called about it after checking tracking online.
0,wow!  unbelievably quick shipping.  thanks!
0,awesome on how fast it was shipped to me
1,duplicates uses of the same tracking order...how is anyone supposed to know what is going on.  a package has both been delivered and is still in route?  there is no confirmation of the address it is in route to so it has been delivered to the opposite side of the country but is still in transit but where to?  never using online purchasing and house delivery ever again!!!
1,did not text me when delivered.  i signed up three times and it kept saying thanks for signing up then i would go back in to check and i would need to sign up again.
0,love ya
1,this is the second attempt to get this shippment to my house and both times this page states that order was delivered. i would like for the ceo of house store and ups to go to my house and look at the 2 feet of snow at my frount door and see if you see ups foot prints let alone a package. this is the first time i ordered on line from hd and i will not do it again. hopefully after your company desides that i'm not ripping the company off for a $50.00  light  i can go someware else to purchase
0,"fine job. 
"
1,"still wrong! this is supposed to be in georgetown, texas!"
1,the package was delivery about 3:30.  i didn't get the notice until 7:00 that it was delivered.  not much help
1,first time ordering online with house store and my purchases were delivered in a reasonable time and easy to pick up. only problem was the descriptions were hard to tell what actual color they were. i had to order both to see which one suited my needs.
1,"i did not receive this product. please verify they delivered to 2060 east lake rd and where they left it. someone has been house all day. it is nowhere by my front door.

thanks,
elisabeth "
0,"fast shipping! very impressed with the overall experience!
thank you for excellent customer service experience.
lorrie t.
valrico, fl"
0,great service from the ups man. thanks for carried in the packages inside.
1,no estimate of delivery date.
1,"the 2 day air shipment took 7 days for delivery. (mar 4, deliver mar 11). not impressed."
1,i gave them the correct address and now they say it was incorrect and is sending the product back to you and it won't get there until the 19th
1,it was supposed to have arrived 8 days go
1,shipment was great.  items where  poorly  packaged.. i ordered 3 circuit breakers. they were in a box with no packing material. bouncing  around in a empty box.  hopefully thay work.
1,they said friday now monday this is how i run my bussiness
0,awesome
0,"perfect system!  easy to understand, accurate and timely.  nice job!"
0,the sinks arrived early and in proper shape.   i am very pleased.
0,"i love, love, love your tracking system!"
1,"i ordered this drill on february 9th with an expected delivery date of feb 13- feb 17th. it is now march 13th and i still do not have the drill and the status simply says ""shipped."" "
1,"i didn't receive my package yet
"
1,status showed delivered but package is not here at my house. we have been here all day and i've refreshed the tracking page and it updated approx 9 minutes ago saying it has been delivered and it is not here. we've been checking for the package many times today.
1,product-unique 24v battery was supposed to be included but was not.
1,package was completly open on delivery. i hope that all the small parts are there.
1,ups comes after 5 i work just leave my stuff
0,thank you.
1,must of missed it but would like the option to speed up the shipping. i have no hot water and the cold showers are not popular with the family.
0,great service normally.
1,"box arrived broken open with rips in several places and missing the parts and instructions.....ups driver drove off before i could get the door open so suspect he knew the condition would not be acceptable, very poor work ethic"
1,"how do i track this order? no link, no number..."
1,the 2 - 32 oz. cleaner were damaged.  they leaked out inside box it was soaking wet when delivered.
1,"i'm honestly very disappointed - the time for when an order placed to filled is extremely slow. this is hands-down, the slowest order processing i've experienced in my many years of ordering primarily online. this took 5 business days to receive an order and get it ready for shipment.. i will not be using this again and instead will shop around to find a location that actually has the product in stock (for example, lowes has this same product in stock and is only located 5 miles from my house). "
1,the text to pick up the package was wrong or the associate was unwillknh to go in the back and look. either way 45 mins of my time was wasted.
1,please call my number when you get to my resident :347-607-4306
1,"the shipment has not been delivered.


"
1,one of the worst online shopping experiences i have ever had.   i might get it a week late.  the first one was damaged.  it is taking a month to get an item.
1,"information on order is totally inaccurate regarding delivery date. this is totally unacceptable. this order says 3/13-3/17 delivery
this is not correct.  sekt says they have no idea when and to call back next week.   very disgusted"
1,i spent $10k on a fence that is a week late! i email 2 days ago no response! i haven't got any phone calls at all!
1,it was easy to pick a delivery date but the status still says in transit when it was delivered yesterday.  i was called the night before and told i would get one hours noticed before delivery but they called when they were already on the way to my house about 15 minutes out.  fortunately my contractor was at the house and it worked out but i really wanted to be there to be sure it was all good and the right piece.
1,"the estimated delivery date was originally 3/12 to 3/13.  then it was 3/13 to 3/16.  then it was 3/23 to 3/26.  then it was 3/23 to 3/24.  the transport company showed the shipment arriving in san francisco on 3/12, but the house store eta showed 3/23 at the earliest.  it should be a 1 hour travel from san francisco to the vallejo ca store for pickup, not a 9 to 12 day transit time!  a customer service case had been filed on this, but this delivery service is very poor."
1,why did my delivery date change from the 13th or 16th to the 23rd or 24th?
1,"constantly changing the delivery date! was suppose to be delivered this week, but you continue to push it out! not happy! i would love to finish my bathroom! never using hd again and going back to lowes! what a waste of time! if it's not here within the week i will be canceling my order!"
1,"i am having a terrible experience.  order shipped 10 days ago and is still not at the store.  when i talk to the trucking company, they tell me that house store is completely mismanaging every attempt to schedule a delivery to the store."
1,wait time for delivery of table to hone store is too long...shouldn't take that long....never received text that table was even shipped:(
0,you're doing a great job
1,this is not what i expeceted from your company. i was told my item would be delivered in 1 week.... it's been 3 and i still don't have it. i was also told that the delivery company would call and schedule a time to drop my riding lawn mower off. now i'm being told it will be left at the end of my driveway. not what i was told!!!
1,didn't know where it was going
1,package was never delivered.deliverer carrier said my address was not a address. said incorrect when i called to locate told me it was delivered to front door.was not . i feel ripped of&out of money no one has called back yet too correct shipment or return $
0,fast delivery
0,fast and easy
1,order delivered to wrong address
1,my delivery date was pushed out twice.  i suggest not providing a delivery date at all.  shipment status was great.
0,a very fast delivery.
0,love the text message updates!
1,"all tiles came cracked :-( i had to return all of them to the store, there where no fragile or hand with care at the package. but it's content was delicate and need to have proper packaging."
0,"excellent service! easy ordering, tracking information great and package arrived right on time and in excellent condition. thank you, house store!"
1,how can you tell me that it's on time but its a day after the delivery date and it isn't here
0,very pleasant experience.
1,my order was never received as indicated. according to shipment it was never in fact delivered to the jersey city location. attempted to resolve through house store online support and was told i needed to call back on monday because the vendor is unavailable on weekends.
1,it's the 2nd time i return my a/c because there's damage due to the shipping.
1,delivery tracking is not updated. pls. update your tracking information.
1,"package received. box worn and well traveled. box not even taped shut. seemingly grabbed from shelf, mailing sticker slapped on it and tossed in the mail. luckily product is ok. slight scuff but should not effect performance of drill. i should hope that you would take greater care when shipping to paying customers in the future. online shoppers might be anonymous but we are still people and deserve better respect.

"
1,why do i have a problem signing for packages?
0,very good
1,#1. you only three out of the four packages. number two i called it in they told me that the fourth packages for us to be delivered today and it has not arrived and it is now 9 o'clock at night. i have used ups for several times in the past and i'm always had good service i don't know what happened but this certainly isn't kind of service i would expect from your company. i hope somebody reads his email in gets back to me to let me know what the hells going on in of survey done
0,from order date to delivery date = 4 days - - - excellent!
1,carrier did not call correct number on intercom. had to pick up package myself
1,"this is the best delivery outfit in the world, i have never been disappointed"
0,"fast, very helpful "
1,my order came on time the box was so smashed up it was like someone played football  with it and when i open the box it was missing parts i always loved house store even over lowes would go out my way to find one you need to find some one else to deliver your stuff ups will destroy your stuff i got pictures .
0,so much better than usps
1,"it says it was shipped on march 7, to be delivered the 13th. today is the 13th and no package. when i track it all it says was a label was made. not helpful at all. "
1,had to pick up @ ups. not happy
0,it was great
0,good
1,"i have a circle drive. i don't have to use it because of the way my drive is set up. the drive circles a large polebarn and 2 car garage. there is also a 50 yard walk to the drive. my package was left across the  driveway, past the garage and barn and the driveway on the other side near the tree line and a mud puddle. the only way the package could have gotten there is if the driver put it there. "
0,this was a great service and great software too.. thank you!
0,very satisfied
1,"item was refused due to damage. tracker shows ""delivered when it wasn't. additional tracking details show refused delivery."
1,"i was told we would have my item by friday, mary 13th,. i need it by sunday march 15th, know im being told it wont be here till monday, march 16th. that cause an big issue, as not i have to go rent a pump to use on sunday.
not very please with my delivery experience at this point.
zulma henry
951-285-1142"
1,only one of the two items was deliver
0,so easy a cave man could do it.
0,perfect
0,the gentlemen was very nice.
1,you sent the wrong color and it's clearly defined in the packing receipt that it was suppose to be green
0,"i ordered this product when i moved into a basement. tracking was easy and delivery was on time as scheduled. i am rating it 5 because of the swift manner with which the order and delivery was processed and handled. as regards performance, i will rate it after using it for a week. impressed."
1,this order was cancelled by your customer service dept because it didn't take my gift card during the order .....but you shipped it anyway...fail
1,no reason to take that long to receive a shipment. this amounts to house store being cheap. i wasn't given an option to pay extra for faster delivery.
1,"so far horrible tracking system.  date has changed 3 times and the local site where the product is allegedly at states it can not estimate date of delivery.  so, what good is this system.  typical house store style."
1,"they would not deliver within the estimated window. went to shipment dock/warehouse my self. they did not load car, loaded this 300+ lb shipment in the car myself."
1,it was supposed to be here the 13 th of march then the 17th now the 23 or 24 th this is bs!
1,0391010546 tracking # can't be used.
1,"will never online shop with house store in the future, if i'd of know that the order would take one month to arrive. i thought the product was coming from a warehouse in the same state. wow!"
1,"i'm very unhappy about the length between my order and the arrival date. 
"
1,i purchased on feb. 28th and was informed that delivery would be march 9-11th. last week it was changed to march 16-17 and now it's showing mar 23-24. this is an unacceptable delay and i'm not able to repair my rental property and make it available for tenants.  i would like to be able to recommend house store online but due to this experience i don't believe i can.
1,didn't know where it was going
0,very nice and easy to locate the item.
1,i wish we could have gotten our delivery sooner.  a week is a long time.
1,hated my experience in the store location where i had my package shipped...no one knew where my package was. no one really seemed to care. the online experience was just fine
0,delivery experience unknown at this time
0,over all good job
0,very fast
0,very fast and very informative.
1,"what's going on with my package.
expected delivery 3/2/15 today's date 3/15/15.  please advise"
1,"ordered sunday after noon and it did not process untell tuesday evening. so 3 to 5 day deliverey is a sham 8 days later minus the weekend is still 6 business days.  i wont be ordering again, at least not getting it delivered to my house. i will ship to store if i ever order again."
1,box was badly damaged when delivered. product was in good condition.
1,a little slow.
1,table was damaged and had to call to have it returned.
0,i live in a rural area and shipping is usually delayed  i was happy to receive my order on the actual day you said it would come. thank you
0,just perfect
1,"status specifies delivered but there was no delivery on march 13th.  please let me know where it was delivered and when it will show up at 4 seashell place, lewes, delaware as ordered"
1,missing items. had to refuse order. not easily rectified.
1,tracking said package would be delivered mar 13-14. it was not delivered! now tracking says mar24 and each day another day is added on!  sometihing is wrong and no one can give me answers!!!
1,estes tracking isn't good. same thing 4 days now. still in cleveland?
1,"estes shipping is not timely. our package arrived in portland on march 10 and it took me calling them to find out when they would deliver! we paid to have this delivered at our house, and now we are having to deliver it at the house store store. we feel we are  due a refund of shipping costs."
1,where is it???
1,where is this thing??  i was called for delivery last friday and it never showed up.  its hung up in memphis?
1,no one called me to set-up  a delivery time.  i signed up to receive text message updates but i received none as well.  it was very difficult trying to contact the carrier and i may need to cancel the order.  i'm very disappointed with this experience.
1,1 star for shipping nothing was of truth to delivery still not here to my knowledge!
1,"recvd wrong size, reordered correct size."
1,"i called to cancel this order an hour after i placed it, at least the person i talked to said it was cancelled... apparently not.  overall experience?  house store online sucks.   this is my first and last time using it."
0,great service!
1,never a problem with house store. i've always been a satisfied customer.
1,i waited all day for the delivery that didn't come still after 4:00pm. i wasted a whole day.
1,"status says "" delivered thurs march 13th""--delivery not received.
there is no thursday march 13th.
march 13th was a friday.
"
1,why was this duct tape placed on a house delivery status when i have to go my local house store store and pick up the rest of my order anyway?
0,good job
0,great shipping experience so far.
1,"somebody put wrong address on package, because when i checked my order it had the right shipping address. so how did it changed? o i called ups and they said they would call at 10:00a.m. monday the 16th no call go figure."
1,"only the driver should ring the door bell let customer open door for 
the package because people stilling 
packages left on the steps !!!!!!!!!!!"
0,shipped in good timing!
0,tex with up-dates
0,roger is great
0,great product
1,i was not able to leave special instructions for delivery driver
0,i would like to know the approximate time for the delivery.
1,waiting all day 9 hours and then not getting delivery isn't user friendly. why did it not delivered after 2p.m.
1,was wondering why i could not pick these screws up in the store when i pick up the rest of my on-line order.
1,package was delivered to wrong address but we found it next door so all is well
1,"excellent delivery man.
wish i had received emails re 
time of delivery."
1,"this was ordered on 3/4/2015 why does it take so long to ship out?
it was supposed to arrive between 3/12 and 3/16/2015 then i get an email saying it shipped out on 3/16/2015"
1,my shipment was supposed to arrive last friday and it has not yet. very disappointed. online tracking doesn't provide any information. please call me at (916) 903-6251 to resolve.
1,i will be glad to receive the order as soon as possible.thanks!
1,tracking order was made easy
1,"delivery date was stated as 3/13/15.
by the end of that day, delivery was changed to 3/16/15. the bench was well packaged, but after removing from box, it had scratches in the wood. which is visible to anyone, along the top back of the bench. :(
"
0,erica in customer service was very efficient and i was in and out in no time at all! this was great since i was on my lunch hour.
1,no update. it's been the same for 5 days.
0,very good experience
0,"


i made an earlier cmment about the delivery i just received the package and after talking with the driver i would like to upgrade my comments he seems like a good guy and this address can be confusing

"
1,it only took two days from roswell ga. to get to lenexa ks.it has taken three days now and it is monday 3-16-15 5:45 pm still no package tracking info says wrong address it is not wrong address. i receive my mail every day same address.when i talked to ups they said it was loaded on the wrong pallet.maybe it will arrive today.ithought it would be here on the 13th as tracking showed.the package is a floor nailer i scheduled work for saturday the 14th by the time i quit paying rental i won't need
1,"no update in 72 hours, that is one slow truck."
1,tracking info not updated. 4 days old.
1,driver was extremely helpful.
1,"when my pkg was delivered, it had been crushed and taped together. it had strapping tape all over it. i couldnt any obvious physical damage to my saw thus far. "
1,entire shipment not received.  one box left at terminal.  projected delivery is not until wednesday.... 2 days.  that is day of scheduled installation.
0,great service
0,very nice!
1,my estimated arrival date kept changing.
1,ups still #1 in my book.
0,awesome mobile friendly interface !!!
0,store customer service is always excellent! thank you!
1,"please review order #w346449480 and ups tracking #1zx75y750341478518.  2 compost bins which were shipped from buffalo, ny to austin.  arrived in austin 3/10/2015 and 2 notices were sent that they were out for delivery (3/12 and 3/13/2015 followed by notes that they had been left at ups facility in austin.  it is now 3/16/2015 and no notice that it was out for delivery today.  please contact ups....if items have been lost, please order 2 more to replace them, or give me my money back.  thank you."
1,"estes shipping company is a joke, the store could do much better."
1,still hasn't arrived and no one can give me a delivery date
1,package is way late.
1,i rejected the shipment because the box was ripped open and there was evident of both water and rodent damage.
1,no real tracking available. item has been in town for 3 days with no information or movement. i guess you are done when you get your money!
1,wont order on line again.  every time is a pain the the butt.
1,my shipment has been in transit 4 days without knowing where it is in-transit.
1,two weeks?  seriously?
1,"i have been in chat contact 3 times with hd on this order, i realize demad is very high and possible shortages, but a real status would be good, instead of stating it shipped, but no ups tracking data. "
1,"the tracking process for hd is horrible. i have ordered 3 things online and all 3 the tracking never updated until the item had been delivered. in fact, the tracking number attached had shown an item had been delivered days before i had even placed the order!!!! all items arrived safe and were well packed. the tracking process is worthless though."
1,this package was in 4 different p.o.'s in tenn. then 4 different p.o.'s in tx. what is going on anyway??? how long is this going to take?
1,"cant tell when products will arrive as tracking says ""exception"" and nothing more. says expected delivery is march 3 but has said that since when i placed order"
1,delivery is delayed even though other ups packages were received .
1,can we please get an update regarding this shipment. thanks.
1,i had indicated on my order detail to place pkg by side/rear door. the package weighs 95lbs. driver placed it in front of my garage. i was there and asked that he place it at those areas. he refused in a rude manner. he had a hand truck and the correct place of the pkg would have taken only a minute or two. i cannot move this package and it is outside in the elements. driver only laughed when i asked that he move it and drove off. this driver has made me a fedex customer in the future.
1,"i think you made the shipping date number too big.  it gets on the ambiguous side.  i am using mobile, iphone.

the shipping was excellent.

thx"
1,"when each order number is opened, it should show all the items shipped.  we have a considerable number of items ordered, so it is difficult to know what items each number represents."
1,it shouldn't take 5 business days to receive a package traveling just 2 states
1,"i knew exactly where my package was and it was delivered on the date it said it was going to be , very pleased"
1,awesome stuff.
1,did not arrive.  contractor on hold.
1,unacceptable. product was damaged. had to return and reorder
1,ok
1,were is my order
1,only 1/2 of order was delivered
1,haven't received it yet.
1,it takes too long to ship to store.
1,apt number is 207 bartkley
1,703-447-4700
1,item was damaged.
1,"damaged, reordered and original returned to local store."
1,if it was delivered why haven't i had notice of it yet????
1,"if there were an option for o stars on the delivery experience i would click that.  tracking status said friday the 27th last week as early as wednesday.  i spoke with estes 3 times, and even took the day off on friday.  i also clicked on the ""receive shipment status updates via text"", but have yet to hear anything from them.  i had to contact them on friday morning twice.  long story short, i am going to have to take another day off. "
1,"make your app, don't pay some weak 3rd party vendor.  this app blows"
1,"the tracking details you have provided make no sense, i have received only the single door, still waiting on the double yet your details are so confusing that they don't reflect what actually is going on"
1,part of order missing. no contact for local delivery company
1,very poor communication telephone carrier at 6 p.m. requesting driver to call person in warehouse responding to calls was not using english as first language my number was incorrectly given to driver driver never called package delivered 7:30 p.m. after waiting all day
1,very poor communication the warehouse person could barely speak english and did not relay my phone number correctly to the driver i'm very hesitant as if i'd ever use the service again
1,"this is terrible, you can't get out of it to move on to your tracking."
1,"status never updated until after delivery,  and i received no text notice as promised. "
1,"horrible so far and still not here! was told out for del 27th feb, didnt arrive sue to weather, was told on the 2 mar am def will be there today, called again at 5.45 told the driver is running behind but on the truck and will be there in about 45 mins, will def be delivered today! its now 7.06 and no delivery and cant call as offices are closed. feel like its not important to anyone that it gets delivered at all. terrible service and may not use house store again for items that need freight del."
1,"apparently when this site says between two dates, they actually mean that it will be shipped after the window closes. thanks! "
1,"still waiting. piss-poor service. chatting with the representative, useless. miss lowes."
1,house store texted me in the middle of the night at 330am with this survey. you should email in the middle of night but texting wakes people up.
1,"it stated delivery 2-23 to 2-26 when ordered, then changed to 2-26& 2-27,and now it show 3-10 & 3-11"
1,we were told it takes about 1 week. we'll it's going on 2 weeks and now it is going to be another wrek#
1,completely inaccurate delivery time frame.
1,"package was delivered one day after expected date, not really an issue at all but, was surprised not to see package on day it said."
1,i was not aware that this was a curbside delivery my package was literally left in the side walk!
1,order was stated delivered. store seems to not be able to find. i ordered online because there was none in the stores. very unhappy costumer.
1,"driver was very nice helpful. no where on the house store order conformation email does it say i had to contact the shipper to set up a delivery date so i waited for the shipment that was ""intransit"" for over a week before i hit the second tracking # and it said to call for delivery date. not very user friendly . need to let buyers know that we have to set up the date. "
1,two of my parcels were never delivered. 2 100665611 854689001595 1200-watt compact design ceramic space heater.  i only received half of my order.  not sure how to escalate but this is unacceptable.
1,"order out for delivery at 715 am, delivered at 730pm on the porch of the house. no call or text from delivery man even after operator assured me earlier of it."
1,"when ordering this product, over the phone with house store, i was told it would be delivered in 2 or 3 days. after spending 2 weeks just to successfully order the product - due in large part to outdated, wrong information on the house store web site, waiting 5 more days put me behind schedule and angered my customer."
1,"why has this order not shipped, today is march 2nd, ups label was created 2/13"
1,product arrived broken and is being returned.
1,received text mssg on 28th telling me pkg delivered on 26th?
1,i had never had anyone who couldn't find our address.. ridiculous! doesn't ups use gps ???
1,"the package has been sitting in tx less than 15 miles from my house, yet not delivered to my store.  the weather was not an issue.  amazon and even slow jc penny has had faster service this past three weeks.  i mailed things to maryland that got there quicker than this.  crazy.   still waiting on package...."
1,order was due on feb 27 not delivered until march 2. maybe a weather issue
1,"late delivery,suck ."
1,"item was damaged because it wasn't packed with sufficient packing material to protect the item.  the item was just in a plastic bag and no foam protection, which caused the item to break. while all else was great and i was excited, the broken item ruined the experience."
1,"please delivery by wednesday, march 4th am"
0,"this tracking service is fantastic.   the text updates for significant stages of delivery, the ease for setting that up, the prominent and convenient display of the ups tracking number, the beauty of the layout of the delivery status page.  everything about this app is stellar. 

your developers are great.

(i am an executive at a major research university, specializing in customer focus for an it organization, so i know of what i speak.)"
0,we never have yet experienced a problem with deliveries from house store!
1,who ever packed the box did an excellent job for shipping the contents.  i was really impressed.  nothing was broken or damaged.  way to go!!!
1,takes too long to get items ordered
1,na
1,i've waited since the 18th of february for this order to be shipped. it is march 2nd now and today i finally asked for a refund and went out and bought the items i needed at the store and the order ships same day that i asked for a refund! not happy i am going to have to return the items now.
1,i was house and they always leave my stuff on the front porch and not knock on the door
1,i had to go pick up the item had ubf been miss sorted and never made it to house store i was disappointed
1,the first update i got was 5 days after my order had shipped.
1,"ups left this delivery outside of the back of the school, after hours for anyone to steal. this is completely unacceptable."
1,"one container was cracked on the inside of the box; no outward damage to the box, but the weed killer granules were leaking out of the box.
everything else was great."
1,it is now 4:45 and i still have not gotten my package.  can you tell me if it is still being delivered today?
1,have been trying to get a clear answer for four days...now am in waiting queue of purgatory
0,"that was the fastest that i ever got anything
"
0,every thing went smoothly
1,haven't received pkg yet
1,scheduled delivery date kept changing.   got email of status change and thought it was delivered.  that was the scedulef date.   went all the way to store snd it was not there.  noe i cant pick it up and i get a text thst it arrived.   uuutgh
0,woohoo
1,i went by there and they said the package is not there.  the clerk said someone will call me.  it's march 3.  no phone call. the quality of the service needs to be more emphasized. no since of urgency
1,"paid extra for package to be delivered by thursday 2/26/15, but was delivered until 3/2/15. too late!"
1,house store very slow shipping i always buy things online but house store takes too long
1,"some of the vendors are not in any sort of hurry to ship products out, overall the house store experience is pretty efficient. had a few damaged deliveries @ house and in store, quickly handled however. so i not amazed but satisfied !"
1,"unfortunately, i ordered 3 boxes and only received two!"
1,ups is not the one i would like shipping my purchase in the future.. fed x has been to my house twice since this order!!!
1,the store took one hour to bring me my floor.. they said it was because they forgot and were sorry.. what!!!the shipment took too long
1,"seko int'l dropped this on our driveway without any notice or ability to check out the freight.  a large hole was torn in one side of the box, and splintered a wall inside the cabinet.  not pleased!!!!!  no notice of pending delivery, no opportunity to ascertain condition of $500 item. i will not order from house store again!!"
1,there are no real details on my delivery....do we just sit and wait and wait and wait.  how about a delivery window of no more than 4 hours.
1,only took 32 days and 3 tries for them to deliver to me.  what an embarrassment for hd!  would never try this again.
1,terrible.  suppose to be here between feb 26 and march 2nd.  now it is march 4th and have not received a call or any notification of when we might expect our purchase.  complete fiasco.  will never order from house store again.
1,box was destroyed and taped back together. tub inside was damaged. can't believe they thought i would just pick it up that way! had to reorder another tub.
1,"estes lost first package, and house store had to ship second duplicate package. terrible shipping service from estes and house store!!!"
1,our shipment came late and broken. estes was awful.
1,i when to the store and they don't find my order they don't know where it is !!do you believe that somebody know where is my order ???
1,"slow shipping, terrible tracking"
1,"house store, you have made this far more stressful than need be. the tracking number provided by estes delivery said it was being delivered today so my husband took the day off. now they are coming tomorrow, and they won't give me a timeframe that works with school drop offs. they told me i don't have a choice. not a happy customer after spending $3000"
1,"we had to call carrier 3 times.  we waited all day for delivery person to call.  they finally called late in the afternoon to confirm directions.  they called back later to say that they wouldn't have time to make our delivery.  my husband had to drive 30 minutes to meet carrier and load the snow blower into his truck to bring it house.  we had to get it out of truck bed by ourselves.  in view of this, our delivery experience was awful."
1,we were expecting the shipment on 3/3 as scheduled. called customer service that morning and they said it had not reached delivery store yet (on line check also said same.thing) item was to be delivered at my vacation house 1 1/2 he's away. luckily we had to go to this house on the 3rd anyway. got a call at 2pm and time was delivered 5 minutes later. we were expecting a 4/hour notice so we would be.there. the delivery people themselves were professional and courteous. we were very lucky that we
1,just because the local store would not stock the storage shed that i wanted i had to order on line and pay an extra $149 for shipping.  i at least would like to know if it is am or pm of the two day guesstimate on delivery!
1,once i received the text the delivery date changed. we will wait and see which date it actually arrives.
1,"most of my order was delivered on march 3,2015. i am missing 3 160 degree security solar lights. ups #839290002629. i am hoping they will be delivered sometime this week. "
1,it too long to receive package. package was open so i dont know if it working or not until i install them.
1,"shipment was supposed to be delivered on 2/27/2015, unti; today march 4th still has not been delievered"
1,delivery was not taken to the place where i asked him to at my house they dropped it off at my front door it was supposed to be delivered to the back and they didn't even check to see the directions that would give
1,the 50 lb. packagfe was delivered to # 6 not # 4 which is 1/2 block away. several other packages were properly delivered to #6 with a different name on label correct for #6 but wrong for #4. do they not count? do they not read?  on your navagation devices put in cornwall lane has oiut of numerical sequence addresses! (for past 50 years)
1,i received notice of delivery from ups 2 days before house store said it was shipped. it should be the other way around?
1,my complaint is with house store. they didn't tell me that i would have to sign for my order of paint until after it was shipped. i couldn't be house during ups delivery hours so i had to reschedule the delivery to  a ups pickup terminal 30 miles away. the hours were only between 7:00 and 8:00 mon-fri..
1,i just check this package's status. but i did not receive this package at all. i am wondering what i can do now.
1,still hasn't arrived. looked like a monkey had a fight with the box and a forklift stabbed it
1,the guy that drop it off didn't knock on my door my wife was house he just put it on my step and drove away
1,well ahead of scheduled delivery date. needed it for weekend diy project. couldn't be more pleased!
1,received shipping email after item delivered
1,i was under the understanding that all 3 of my  items were coming today
1,"i ordered 3 items the tracking said would be here 2/26 and so far only 2 of the 3 items has been delivered even though all 3 items are shipped from the same company together so there's no excuse for ups to deliver all 3 items separately and make my project get delayed when the weather and roads in dallas have been clear the last 6 days and they didnt even have the last two items on the truck together to save time. very poor customer service handling of speed, and disappointing.


"
1,no cell phone
1,"one box was damaged 
but content was ok"
1,"call me at 408.859.3840 to received the item

txs
roberto"
1,the worst experience i ever had in ordering a simple item.  never again!
1,"i haven't actually rec'd my package yet,but i appreciate the update,letting me know it has been shipped and the date i can expect it to arrive."
1,it was terrible
1,need installation [ plz call 843-743-3199]   thank you in advance .
1,one of my packages was damaged during delivery.
1,i received 1of the ordered items and 1 of the items that was supposed to be canceled.
1,my only complaint is  i don't have a receipt
1,ordered three different times and damaged in transit all three times.
1,march 9th??? i could have gone to the store and bought one by then. crazy slow shipping for a simple item.
1,this part of the order included two turnbuckles. very sloppy packaging. box way too large. three bolts and nuts for the ends of the turnbuckles were missing. not very happy.
1,package was delivered broken
0,"shipping was easy, jusr open my door and there it was."
1,the item received was on damaged condition.  the shipper did not use any additional packaging material to protect the glass lamp.
1,"package was left in the driveway by the street, i almost ran over it when i came house at the end of the day."
1,"item was dropped off in driveway, very bad practice as it can be run over!"
1,"had to talk to several different customer service representatives to get returns credited to charge acct, in the end received extra rug that i did not order, there is still no indication that the extra rug charged to my credit card was refunded "
1,extremely unsatisfied was given a pick up date by 3/6 latest so customers floors were striped and now estimated delivery is mar 13 totally unexceptable
1,"""seko logistics has not provided tracking details for this shipment at this time.""  this message will be reflected throughout the process.  seko or hd needs to improve the tracking to match ups or fed-ex"
1,"i am located 272 miles from where my package departed on the 26th day of february. as of 4:39 pm march 4th, my shipment has still not arrived at its destination. "
1,surprised that it took all this time to get the items together...  i thought that the package would have been shipped before today...
1,i spoke to a rep yesterday - no communication back - scheduled to be delivered 2/2/15??  please advise
1,"i had emailed regarding my delievery of a steam shower (tracking number ste67510461) and asked to be notified the day of delievery being our package weighed over 700 lbs. come to find out, my tracking status still says in transit, and i came house to the steam shower dropped in the middle of our shops driveway. blocking access to the garage and out in the weather. not only was i not given a phone call, the delivery man placed this enormous package in the most inconvenient spot. i am upset!"
1,"vague info, no details, already late with no announcement, thus fairly useless. "
1,after the delivery date had come and gone i called to see when our item would be delivered. i was told 2 days in a row that seko needed to do a dock check and they would call me back. both days i did not receive a call back. when i called the third time. i explained that i was not going to accept the answer that a dock check was needed. after she checked i was informed that our item could not be located and we would need to cancel our order and start over. order placed on feb 7. today is mar 4.
1,the worse tracking system i have seen. the terminology makes no sense to customers.  no info on where the package is in the shipping process.
1,horrible delivery service and your customer service department is horrible too. they couldn't figure out when my packages were going to be delivered. my items were left outside my door. no bothered to notify us of when the delivery was going to be made. i signed up for delivery messages and i never received any.  i wonder what house store would have done if my packages would have been stolen.  my husband has very bad back injuries. i struggled putting my big heavy packages in my garage.
1,my cabinet was supposed to be delivered between february 27th and march 4th. it's now march 5th and the delivery date was just updated to 13-16 march. bad service.
1,due to incorrect shipping documents by h depo the delivery has been held up for a week. we have been on the phone for hours trying to sort this out. poor experience.
1,no delivery on original tracking eta and now eta is a week later (getting a day later each day i check). no eta on trucking company's tracking site...
1,"i need to know the status of my order. schedule for mar 3, delivery"
1,"most awful order fulfillment experience ever. i have no idea where this shipment is. vendor delivery estimate varies dramatically from shipper estimate. estes tracking says the tracking number is ""invalid"", and all this page says is that it ""just shipped!"" for every time stamp 'update' shown. substandard service and one i will not be using again."
